OBJECTID	UIDIS05	UIDIS06	MPDDIS05	MPDDIS06	VACANTPERCENT	STATE_FIPS	TRACT	BLKGRP	POP2000	POP2004	POP00_SQMI	POP04_SQMI	WHITE	BLACK	ASIAN	HISPANIC	AGE_UNDER5	AGE_5_17	AGE_18_21	AGE_22_29	AGE_30_39	AGE_40_49	AGE_50_64	AGE_65_UP	VACANT	SQMI	SHAPE_LENG	SHAPE_AREA	STFID	PSA	UNEMPL	POV	SAMEHOUSE	PROFMAN	MALE	FEMALE	YOUNGPOP	YOUNGUNEMP	CONCDIS	RESSTAB	PROSOCIAL	METRO_BG	PUBHOUSPT	REC_BG	OFFPREM_BG	ONPREM_BG	STORE_BG	NIGHT_BG	TAVERN_BG	REST_BG	PHYSDIS0506	PHYSDIS0203	AVGDV	SCH_BG	AVGMPDDIS	AVGUIDISOR	AVGADW0506	AVGADW0001	RESIDENTIALCOUNT	RETAILCOUNT	MOTELHOTELCOUNT	RECREATIONCOUNT	VACANTCOUNT	METRODUMMY	PUBHOUSINGDUMMY	COMRETAILPERCENT	RATE18_29	ADWWEEKEND	ADWNIGHTS	ADWWEEKNIGHT	INVMILEDIST	STREETLIGHTDENSI	OFF_SQMI	ON_SQMI	NIGHT_SQMI	TAVERN_SQMI	STORE_SQMI	REST_SQMI	STLIGHT_SQMI	BUSSTOP_SQMI	PROSO_SQMI	HOMLESS_SQMI	DVWEEKEND	DVENDNIGHT	DVWEEKNIGHT	UIWEEKNIGH	UIENDNIGHT	UIWEEKEND	MPDWEEKNIG	MPDWENDNIG	MPDWEEKEND	NO_SINGLES	NOTALLOWS_SQMI	ALLOWS_SQMI	PCTNOTALLOW	ARR_0506	ADW05	ADW06	ADW00	ADW01	DV05	DV06
35	2	7	15	13	.0271493212669683	11	001001	6	1046	1013	7471.4	7235.7	979	23	26	43	90	141	26	61	191	168	219	150	5	.14	2633.51319009	352062.075552	110010010016	202	0	4.13	64.16	19.48	45.89	54.11	22.08	0	-1.11	1.04	0	0	0	0	2	2	2	0	0	2	88	87	1	0	14	4	0	0	417	4	0	0	12	0	0	.00904977375565611	.0831739961759082	0	0	0	333.287710222126	1742.85714285714	14.2857142857143	14.2857142857143	0	0	14.2857142857143	14.2857142857143	1742.85714285714	92.8571428571428	0	0	0	0	0	3	1	4	5	28	11	0	0	14.2857142857143	0	15	0	0	1	0	2	0
36	6	9	18	17	.0116279069767442	11	000901	1	657	635	6570	6350	591	16	31	36	48	76	34	50	93	90	156	110	5	.1	2397.51344107	250302.695119	110010009011	203	5.11	12.1	56.51	16.5	46.88	53.12	18.87	0	-.82	.73	0	0	0	0	0	0	0	0	0	0	46	73	2	0	18	8	0	0	240	3	0	0	3	0	0	.0116279069767442	.127853881278539	0	0	0	209.984587687876	1420	0	0	0	0	0	0	1420	30	0	0	0	0	1	2	1	4	5	35	12	0	0	0	0	12	0	0	0	1	3	1
37	21	12	24	22	.0611916264090177	11	000902	4	1275	1240	1961.5	1907.7	1119	71	47	61	99	182	23	121	212	244	253	141	12	.65	6892.59257511	1710999.22241	110010009024	203	0	2.92	60.95	12.42	46.04	53.96	22.04	0	-1.04	.9	1	0	0	1	0	2	0	0	0	2	74	72	2	0	23	16	0	0	520	8	0	0	38	0	0	.0193236714975845	.112941176470588	0	0	0	153.891366893414	578.461538461538	0	3.07692307692308	0	0	0	3.07692307692308	578.461538461538	16.9230769230769	1.53846153846154	0	0	0	1	6	3	5	5	46	21	0	0	0	0	16	0	0	0	1	4	1
38	19	20	38	46	.0189655172413793	11	000901	6	1404	1397	5616	5588	1245	52	54	102	81	222	33	70	159	233	395	211	14	.25	3380.9609393	646042.376397	110010009016	203	0	2.25	56.07	21.3	49.5	50.5	21.58	0	-1.11	.86	3	0	0	0	0	1	0	0	0	1	101	124	4	0	42	20	0	1	545	4	0	0	11	0	0	.00689655172413793	.0733618233618234	0	0	0	168.899335321444	1048	0	4	0	0	0	4	1048	48	12	0	2	1	1	4	4	10	14	84	26	0	0	0	0	15	0	0	2	0	0	9
39	6	3	12	14	.0333333333333333	11	000600	3	1074	1050	15342.9	15000	533	456	28	38	12	81	9	89	70	93	192	528	6	.07	1737.52526677	174419.613062	110010006003	204	0	7.51	47.45	14.24	37.15	62.85	8.66	0	-.81	.15	3	0	0	1	0	0	0	0	0	0	64	53	2	1	13	4	1	0	166	0	0	0	6	0	0	0	.0912476722532588	.5	.5	0	560.865796345774	1357.14285714286	0	0	0	0	0	0	1357.14285714286	42.8571428571429	42.8571428571429	0	0	0	0	2	1	1	4	26	12	0	0	0	0	11	1	0	1	0	2	1
40	22	34	73	58	.0108695652173913	11	000701	1	1634	1568	23342.9	22400	1297	71	126	233	49	124	38	485	367	216	208	147	46	.07	1967.31883554	174629.42063	110010007011	204	3.04	7.22	35.66	15.7	41.62	58.38	10.59	0	-.91	-1.07	3	0	0	0	0	3	0	0	0	3	85	33	8	1	66	28	0	0	355	5	0	0	4	0	0	.0135869565217391	.320073439412485	.5	.5	0	602.424730180606	1457.14285714286	0	42.8571428571429	0	0	0	42.8571428571429	1457.14285714286	57.1428571428571	42.8571428571429	14.2857142857143	1	1	2	8	5	12	21	131	41	0	0	0	0	27	2	1	0	0	7	10
41	4	2	30	16	.0748792270531401	11	000801	5	917	913	2697.1	2685.3	792	29	60	65	49	135	13	41	88	169	250	172	24	.34	4415.5907526	879145.451348	110010008015	203	2.14	4.29	51.57	28.64	45.47	54.53	20.07	0	-1.06	.73	0	0	0	0	0	0	0	0	0	0	74	87	1	0	23	3	0	0	368	0	0	0	31	0	0	.00241545893719807	.0588876772082879	0	0	0	228.113062884618	591.176470588235	0	0	0	0	0	0	591.176470588235	8.8235294117647	0	0	1	0	0	1	0	2	9	46	19	0	0	0	0	13	0	0	0	0	2	0
42	38	29	60	75	.00672268907563025	11	000701	2	2761	3200	19721.4	22857.1	2462	88	124	142	57	70	37	346	388	313	627	923	136	.14	2653.59915007	375187.836	110010007012	205	4.55	4.78	48.17	11.81	39.91	60.09	4.6	0	-.96	.24	2	0	0	0	3	1	3	0	0	1	131	98	4	1	68	34	0	2	1127	0	0	0	8	0	0	0	.13871785584933	.5	.5	0	544.090626888578	1192.85714285714	21.4285714285714	7.14285714285714	0	0	21.4285714285714	7.14285714285714	1192.85714285714	71.4285714285714	14.2857142857143	0	0	0	0	18	4	7	16	135	59	1	7.14285714285714	14.2857142857143	33.3333333333333	28	0	0	3	1	7	1
43	9	3	10	13	.0521978021978022	11	000902	3	698	663	4105.9	3900	632	25	15	28	38	84	14	47	94	104	193	124	15	.17	3342.76084767	444078.189199	110010009023	203	2.08	3.57	64.2	19.58	47.28	52.72	17.48	0	-1.04	1.08	1	0	0	0	1	3	1	0	0	3	81	54	0	1	12	6	0	0	296	8	0	0	19	0	0	.0384615384615385	.0873925501432665	0	0	0	282.622530990002	894.117647058823	5.88235294117647	17.6470588235294	0	0	5.88235294117647	17.6470588235294	894.117647058823	29.4117647058824	5.88235294117647	0	0	0	0	3	2	3	1	23	7	1	5.88235294117647	0	100	14	0	0	0	1	0	0
44	9	10	36	37	.0595744680851064	11	000400	1	591	568	2814.3	2704.8	543	13	13	45	19	76	24	81	54	55	182	100	11	.21	3060.83786695	536757.093163	110010004001	205	0	.85	63.73	15.53	50.76	49.24	16.07	0	-1.07	.83	9	0	0	0	0	1	0	0	0	0	111	108	2	2	36	10	0	0	207	0	1	0	14	0	0	.00425531914893617	.177664974619289	0	0	0	499.880880275674	1261.90476190476	0	4.76190476190476	0	0	0	0	1261.90476190476	85.7142857142857	42.8571428571429	9.52380952380952	1	0	0	2	2	4	9	73	22	0	0	0	0	41	0	0	0	0	2	1
45	17	16	64	70	.0175438596491228	11	000702	3	2034	1956	33900	32600	1490	158	174	247	50	52	129	781	445	202	203	172	45	.06	2017.47239953	150142.671512	110010007023	205	3.23	24.07	22.89	8.3	41.4	58.6	5.01	0	-.66	-1.66	0	0	0	0	0	0	0	0	0	0	31	19	4	0	67	16	0	1	279	0	0	0	5	0	0	0	.447394296951819	0	0	0	611.584023997519	983.333333333333	0	0	0	0	0	0	983.333333333333	33.3333333333333	0	0	0	0	1	5	4	6	8	134	60	0	0	0	0	30	0	1	1	1	4	3
46	13	5	26	21	.00326086956521739	11	000702	5	1292	1247	25840	24940	1054	63	101	111	30	60	40	382	299	165	196	120	22	.05	1773.74006221	142743.913173	110010007025	205	2.42	11.07	32.37	4.95	41.56	58.44	6.97	0	-.78	-.86	2	0	0	1	1	0	1	0	0	0	24	62	2	1	24	9	0	2	914	2	0	0	3	0	0	.00217391304347826	.326625386996904	0	0	0	505.740247705226	1180	20	0	0	0	20	0	1180	120	40	0	0	0	0	5	3	5	7	47	18	0	0	20	0	10	0	0	2	1	3	2
47	5	11	11	15	.0968992248062016	11	000801	4	1420	1406	4896.6	4848.3	1149	107	131	83	32	80	692	167	140	111	119	79	6	.29	4334.39660346	753319.964756	110010008014	203	64.3	8.43	27.23	13.08	42.68	57.32	7.89	0	.1	-.6	3	0	0	0	1	5	1	0	0	5	78	46	2	1	13	8	0	2	201	11	0	3	25	0	0	.062015503875969	.604929577464789	0	0	0	928.193117219987	531.034482758621	3.44827586206897	17.2413793103448	0	0	3.44827586206897	17.2413793103448	531.034482758621	24.1379310344828	10.3448275862069	0	0	0	0	4	2	5	8	26	11	0	0	3.44827586206897	0	20	0	0	1	2	2	3
48	8	3	6	1	.0257731958762887	11	001200	2	961	927	13728.6	13242.9	817	65	38	29	24	86	10	176	208	153	180	124	5	.07	2264.43009803	179142.763384	110010012002	202	3.05	5.19	50.27	11.28	41.62	58.38	11.45	0	-.95	-.14	0	0	0	0	0	0	0	0	0	0	26	22	0	0	4	6	0	0	181	0	0	0	5	0	0	0	.193548387096774	0	0	0	339.979505461948	842.857142857143	0	0	0	0	0	0	842.857142857143	14.2857142857143	0	0	0	0	0	1	2	5	0	7	4	0	0	0	0	13	0	0	0	0	1	0
49	28	25	51	56	.0678294573643411	11	001001	4	1229	1202	4551.9	4451.9	1116	42	40	99	102	194	21	82	192	213	233	192	13	.27	3893.32358404	698618.724615	110010010014	202	3.11	8.64	59.02	6.79	47.84	52.16	24.08	0	-.97	.82	10	0	0	1	0	0	0	0	0	0	192	150	2	3	54	26	2	0	464	0	0	0	35	0	0	0	.0838079739625712	0	0	1	273.520750729733	1162.96296296296	0	0	0	0	0	0	1162.96296296296	66.6666666666667	37.037037037037	0	1	0	1	10	3	8	28	107	26	0	0	0	0	23	3	2	1	0	1	4
50	19	2	14	17	.00664451827242525	11	001200	3	706	683	8825	8537.5	614	15	52	73	48	69	16	133	145	115	112	68	6	.08	2544.66935082	197123.230212	110010012003	202	5.76	17.16	43.7	11.41	48.73	51.27	16.57	0	-.86	.14	3	0	0	0	0	1	0	0	0	1	44	24	2	1	16	10	1	0	276	7	1	0	2	0	0	.026578073089701	.211048158640227	0	0	0	356.959328718139	1375	0	12.5	0	0	0	12.5	1375	0	37.5	0	0	0	0	6	1	4	2	31	15	0	0	0	0	18	0	1	0	0	0	3
51	35	25	61	82	.0196463654223969	11	001200	4	1385	1460	5540	5840	1173	47	82	176	69	150	59	182	235	274	262	154	23	.25	3865.76399311	649287.730926	110010012004	202	0	5.86	53.69	12.16	48.74	51.26	15.81	0	-1.06	.39	0	1	0	0	0	6	0	0	0	6	73	83	2	0	72	30	0	2	476	11	0	0	10	1	0	.0294695481335953	.174007220216607	0	0	0	387.326598465831	1200	0	24	0	0	0	24	1200	80	0	0	0	0	0	19	5	14	15	143	44	0	0	0	0	69	2	0	3	2	2	2
52	40	35	168	242	.0222222222222222	11	001002	1	2013	1918	7742.3	7376.9	1525	121	256	169	41	67	226	646	396	214	223	200	24	.26	3718.29548523	667579.297536	110010010021	204	2.98	24.27	27.76	10.54	41.83	58.17	5.37	0	-.7	-1.04	5	0	0	0	2	2	2	0	0	2	27	26	10	2	205	38	0	2	635	3	0	0	15	0	0	.0103703703703704	.433184302036761	0	0	0	340.68989842551	384.615384615385	7.69230769230769	7.69230769230769	0	0	7.69230769230769	7.69230769230769	384.615384615385	42.3076923076923	19.2307692307692	3.84615384615385	4	2	1	8	10	18	45	410	114	0	0	7.69230769230769	0	69	0	0	3	2	8	13
53	15	14	63	50	.031201248049922	11	000600	4	1648	1590	7165.2	6913	1460	89	48	97	84	176	29	175	252	263	334	335	24	.23	3972.61350761	594984.721088	110010006004	204	1.95	2.92	57.02	11.58	43.08	56.92	15.78	0	-1.07	.78	3	0	0	1	0	0	0	0	0	0	172	148	1	2	56	14	0	0	582	0	0	0	20	0	0	.0031201248049922	.12378640776699	0	0	0	409.942167907639	1113.04347826087	0	0	0	0	0	0	1113.04347826087	78.2608695652174	13.0434782608696	0	0	0	0	10	1	3	14	113	39	0	0	0	0	39	0	0	1	0	1	1
54	5	12	22	17	.0212765957446809	11	000901	2	3753	3803	14434.6	14626.9	2823	308	186	204	26	129	2831	351	100	109	144	63	6	.26	3878.63340349	687653.597757	110010009012	203	88.63	1.23	25.31	14.14	38.08	61.92	4.13	0	.36	-.12	0	0	0	0	0	1	0	0	0	1	131	108	6	0	20	8	2	2	170	0	0	0	4	0	0	.00531914893617021	.847855049293898	1	1	0	202.518109016648	430.769230769231	0	3.84615384615385	0	0	0	3.84615384615385	430.769230769231	34.6153846153846	0	0	2	1	0	3	1	3	1	39	19	0	0	0	0	30	1	3	0	4	5	6
55	25	22	113	83	.00315457413249211	11	001002	2	1452	1395	16133.3	15500	1147	98	98	176	44	70	55	384	438	188	202	71	56	.09	2002.02331037	222060.434621	110010010022	204	1.97	9.47	31.58	8.75	42.98	57.02	7.85	0	-.83	-1.05	0	0	0	0	2	2	2	0	0	2	29	36	3	0	98	24	2	4	937	6	0	0	3	0	0	.00946372239747634	.302341597796143	.5	0	0	533.396890770264	733.333333333333	22.2222222222222	22.2222222222222	0	0	22.2222222222222	22.2222222222222	733.333333333333	55.5555555555556	0	0	1	1	2	7	2	7	28	196	55	0	0	22.2222222222222	0	346	2	1	5	2	3	3
56	25	11	27	31	.000364166059723234	11	000801	1	3462	3375	16485.7	16071.4	2944	140	182	310	88	158	189	403	562	501	790	771	146	.21	3387.58085131	514884.321989	110010008011	203	1.61	8.85	42.62	8.98	39.75	60.25	7.11	0	-.94	-.24	0	0	0	0	3	1	3	0	0	1	46	47	4	0	29	18	0	1	2731	0	0	0	1	0	0	.000728332119446468	.170999422299249	0	0	0	1292.795809409	557.142857142857	14.2857142857143	4.76190476190476	0	0	14.2857142857143	4.76190476190476	557.142857142857	61.9047619047619	0	0	0	0	2	7	1	10	11	58	12	1	4.76190476190476	9.52380952380952	33.3333333333333	25	0	0	2	0	6	2
57	3	9	11	12	.021505376344086	11	000801	2	922	910	2561.1	2527.8	870	16	17	44	60	174	13	45	106	139	278	107	11	.36	4923.14195012	929222.838494	110010008012	203	3.78	4.77	49.24	20.6	46.31	53.69	25.38	0	-1.03	.74	2	0	0	0	0	0	0	0	0	0	99	91	2	1	12	6	0	0	348	1	0	1	8	0	0	.00268817204301075	.0629067245119306	0	0	0	282.283245423325	602.777777777778	0	0	0	0	0	0	602.777777777778	5.55555555555556	5.55555555555556	0	0	0	0	5	0	0	0	23	11	0	0	0	0	7	0	0	0	0	3	0
58	8	12	13	7	.036281179138322	11	001401	6	1161	1116	6829.4	6564.7	1088	11	23	54	84	203	32	55	157	200	290	140	8	.17	2721.41958791	430449.777359	110010014016	201	6.3	0	58.04	20.61	48.23	51.77	24.72	0	-1.03	.96	5	0	0	1	0	0	0	0	0	0	91	108	0	1	10	10	0	0	410	2	0	0	16	0	0	.00453514739229025	.0749354005167959	0	0	0	238.42718821767	1905.88235294118	0	0	0	0	0	0	1905.88235294118	64.7058823529412	29.4117647058824	5.88235294117647	0	0	0	3	4	6	2	20	5	0	0	0	0	8	0	0	0	1	0	0
59	34	38	104	99	.0197802197802198	11	001100	1	1781	1704	11131.3	10650	1513	82	109	74	73	248	25	176	241	298	414	306	19	.16	2963.27576774	423690.489338	110010011001	201	0	1.16	61.25	13.67	42.11	57.89	18.02	0	-1.1	.86	4	0	0	0	2	4	2	0	0	4	107	156	4	0	102	36	0	1	840	24	0	0	18	0	0	.0285714285714286	.112857944974733	0	0	0	480.971530403756	1900	12.5	25	0	0	12.5	25	1900	75	25	0	0	0	1	13	4	15	45	203	58	0	0	12.5	0	49	0	0	0	2	2	6
60	7	9	13	8	.0170575692963753	11	001401	3	1989	1929	14207.1	13778.6	1571	146	183	168	107	232	47	275	405	332	346	245	22	.14	3031.98233713	357387.89039	110010014013	201	2.46	5.46	61.11	12.02	43.54	56.46	17.04	0	-.94	.27	0	0	0	0	1	1	1	0	0	1	81	105	0	0	10	8	0	0	446	1	0	0	8	0	0	.00639658848614072	.161890397184515	0	0	0	210.739983440076	2007.14285714286	7.14285714285714	7.14285714285714	0	0	7.14285714285714	7.14285714285714	2007.14285714286	50	0	0	0	0	0	4	1	2	4	21	6	0	0	7.14285714285714	0	17	0	0	0	1	0	0
61	20	16	60	116	.0294599018003273	11	001100	5	1328	1288	7377.8	7155.6	1067	122	74	63	97	145	19	153	223	229	236	226	9	.18	3470.28331476	470327.049449	110010011005	202	1.7	2.39	68.45	14.21	43.07	56.93	18.22	0	-1.01	1.11	3	1	0	1	1	5	1	0	1	3	79	69	6	0	88	18	2	2	538	8	0	1	18	1	0	.0310965630114566	.129518072289157	1	.5	1	495.278528252081	1838.88888888889	5.55555555555556	27.7777777777778	0	5.55555555555556	5.55555555555556	16.6666666666667	1838.88888888889	33.3333333333333	16.6666666666667	0	1	0	2	9	8	11	27	176	45	0	0	5.55555555555556	0	45	0	2	2	2	2	9
62	16	17	112	125	.0142348754448399	11	001001	1	608	584	5527.3	5309.1	522	17	36	43	54	49	8	88	156	93	94	66	4	.11	2223.97586889	277734.318588	110010010011	202	1.6	2.18	25.32	7.66	46.05	53.95	16.94	0	-1.08	-.51	0	0	0	0	1	4	1	0	1	2	65	84	2	0	118	16	0	4	247	6	0	0	4	0	0	.0427046263345196	.157894736842105	0	0	.5	524.152777326438	1663.63636363636	9.09090909090909	36.3636363636364	0	9.09090909090909	9.09090909090909	18.1818181818182	1663.63636363636	63.6363636363636	0	0	1	0	0	18	0	0	35	237	59	0	0	9.09090909090909	0	125	3	1	2	6	0	3
63	11	21	61	52	.0358974358974359	11	001100	3	627	612	10450	10200	533	24	23	31	26	79	18	54	108	99	159	84	4	.06	1882.90352282	159798.524987	110010011003	201	0	5.94	50.5	23.66	46.25	53.75	16.75	0	-1.06	.43	1	0	0	0	1	1	1	0	0	1	48	27	6	0	56	16	0	0	178	5	0	0	7	0	0	.0256410256410256	.114832535885167	0	0	0	379.758250045542	2016.66666666667	16.6666666666667	16.6666666666667	0	0	16.6666666666667	16.6666666666667	2016.66666666667	50	16.6666666666667	0	2	2	1	10	2	5	13	113	29	0	0	16.6666666666667	0	32	0	2	0	0	4	9
64	35	33	61	68	.101075268817204	11	001100	4	692	676	2883.3	2816.7	623	24	29	32	36	105	13	84	113	114	147	80	5	.24	4115.59592452	622534.004698	110010011004	202	4.6	0	45.94	8.99	45.23	54.77	20.38	0	-1.04	.4	5	1	0	0	1	6	1	0	0	6	102	58	6	4	64	34	8	4	355	36	0	0	47	1	0	.101075268817204	.140173410404624	1.5	.5	2.5	373.676926576295	1195.83333333333	4.16666666666667	25	0	0	4.16666666666667	25	1195.83333333333	66.6666666666667	20.8333333333333	8.33333333333333	2	2	2	15	5	14	28	129	35	0	0	4.16666666666667	0	99	3	7	3	5	6	7
65	9	11	6	6	.111436950146628	11	001001	8	715	688	6500	6254.5	669	9	21	31	58	96	5	51	138	131	139	97	3	.11	2389.41087283	295476.347929	110010010018	202	6.37	1.1	55.99	18.46	48.95	51.05	21.54	0	-1.04	.94	0	0	0	0	0	0	0	0	0	0	49	66	1	0	6	10	0	1	294	0	0	0	38	0	0	0	.0783216783216783	0	0	0	190.740378667545	2118.18181818182	0	0	0	0	0	0	2118.18181818182	36.3636363636364	0	0	0	0	0	2	1	3	1	12	4	0	0	0	0	8	1	0	2	0	2	0
66	30	41	136	191	.0308441558441558	11	001001	2	1491	1433	7847.4	7542.1	1307	86	60	70	88	143	46	202	219	226	230	337	31	.19	2854.46494773	495574.952874	110010010012	202	2.89	7	44.92	14.53	43.46	56.54	15.49	0	-.98	.1	4	0	0	0	0	6	0	0	0	6	150	136	6	1	164	36	2	4	543	23	0	1	19	0	0	.0584415584415584	.166331321260899	0	0	.5	405.867074251724	1757.89473684211	0	31.5789473684211	0	0	0	31.5789473684211	1757.89473684211	15.7894736842105	21.0526315789474	5.26315789473684	3	2	1	18	2	6	66	327	81	0	0	0	0	78	3	2	4	5	6	5
67	12	10	29	21	.00542005420054201	11	001200	1	1804	1759	22550	21987.5	1400	154	161	92	49	128	50	478	350	238	322	189	19	.08	2272.47019878	192679.828741	110010012001	202	.44	5.39	38.87	14.97	42.29	57.71	9.81	0	-.9	-.52	0	0	0	0	0	0	0	0	0	0	53	39	4	0	25	11	0	0	718	0	0	0	4	0	0	.00677506775067751	.292682926829268	0	0	0	333.096657349727	1362.5	0	0	0	0	0	0	1362.5	75	0	0	2	1	0	3	3	7	6	50	20	0	0	0	0	21	0	0	0	0	4	5
68	6	13	14	7	.0705882352941176	11	001001	7	973	939	7484.6	7223.1	897	18	35	37	83	144	19	74	146	195	200	112	11	.13	2605.12138507	334686.481755	110010010017	202	3.21	0	77.65	14.65	48.2	51.8	23.33	0	-1.09	1.54	0	0	0	0	0	0	0	0	0	0	70	54	1	0	10	10	0	0	393	0	0	0	30	0	0	0	.0955806783144913	0	0	0	214.871282901859	1853.84615384615	0	0	0	0	0	0	1853.84615384615	7.69230769230769	0	0	0	0	0	5	1	3	3	21	10	0	0	0	0	4	0	0	0	1	1	1
69	15	13	12	19	.0559610705596107	11	001600	5	896	856	2986.7	2853.3	188	659	7	17	28	121	31	40	67	145	231	233	8	.3	4131.24848367	841129.50174	110010016005	401	3.04	3.5	74.45	10.2	44.98	55.02	16.63	0	-.66	1.45	0	0	0	0	0	0	0	0	0	0	112	93	2	0	16	14	0	0	372	0	0	1	23	0	0	0	.0792410714285714	0	0	.5	67.2709511034522	840	0	0	0	0	0	0	840	3.33333333333333	0	0	0	0	0	5	3	6	7	31	11	0	0	0	0	9	1	0	0	1	1	2
70	25	39	49	25	.0153172866520788	11	001600	1	1025	974	5394.7	5126.3	168	804	10	30	37	139	28	58	91	192	235	245	13	.19	3173.12143509	478027.253442	110010016001	401	.92	3.16	79.73	13.54	46.44	53.56	17.17	0	-.63	1.68	6	0	0	0	1	0	1	0	0	0	160	199	2	1	37	32	1	1	438	1	0	0	7	0	0	.00437636761487965	.0839024390243902	0	0	.5	107.872616205656	1494.73684210526	5.26315789473684	0	0	0	5.26315789473684	0	1494.73684210526	36.8421052631579	31.5789473684211	0	1	0	0	18	3	9	22	74	15	0	0	5.26315789473684	0	29	1	1	2	0	1	2
71	9	10	9	12	.0114942528735632	11	001600	4	591	553	1846.9	1728.1	164	407	1	6	14	78	11	28	57	100	171	132	6	.32	5659.46377957	865351.388585	110010016004	401	5.39	0	66.29	12.82	49.07	50.93	15.57	0	-.72	1.24	4	0	0	0	0	0	0	0	0	0	55	79	0	1	10	10	0	0	236	0	0	0	3	0	0	0	.065989847715736	0	0	0	97.8130391977957	618.75	0	0	0	0	0	0	618.75	43.75	12.5	0	0	0	0	2	1	2	4	21	1	0	0	0	0	19	0	0	0	0	1	0
72	58	63	247	210	.0451306413301663	11	001701	1	1260	1239	14000	13766.7	100	991	24	164	78	206	51	107	177	192	247	202	13	.09	2337.35271105	239652.391205	110010017011	401	6.41	17.87	56.39	8.38	43.1	56.9	22.54	12.28	-.21	.26	0	0	0	0	1	4	1	0	1	3	128	182	13	0	228	60	4	2	367	20	0	0	19	0	0	.0593824228028504	.125396825396825	1.5	1	2	365.931456459253	1211.11111111111	11.1111111111111	44.4444444444444	0	11.1111111111111	11.1111111111111	33.3333333333333	1211.11111111111	77.7777777777778	0	0	6	4	1	25	8	18	120	457	103	1	11.1111111111111	0	100	64	6	8	1	2	11	15
73	27	20	30	45	.0240963855421687	11	001600	2	689	651	9842.9	9300	155	481	8	49	33	103	25	59	103	120	148	98	26	.07	2156.51139704	193368.345235	110010016002	401	5.74	14.66	60.32	8.33	48.62	51.38	19.74	0	-.35	.62	2	0	0	0	3	0	3	0	0	0	66	91	4	0	38	24	4	2	209	18	0	1	6	0	0	.108433734939759	.121915820029028	1	.5	1	438.963287399474	1942.85714285714	42.8571428571429	0	0	0	42.8571428571429	0	1942.85714285714	85.7142857142857	28.5714285714286	0	0	0	2	10	6	7	26	75	16	2	28.5714285714286	14.2857142857143	66.6666666666667	92	1	1	4	0	1	6
74	32	25	15	17	.0172910662824208	11	001600	3	829	790	5921.4	5642.9	223	568	6	28	39	130	14	52	73	146	212	163	5	.14	2812.04616914	354859.540119	110010016003	401	5.99	5.21	86.64	8.09	44.27	55.73	20.39	0	-.6	1.92	1	0	0	0	0	0	0	0	0	0	110	131	2	0	16	28	0	0	335	0	0	0	6	0	0	0	.0796139927623643	0	0	0	141.969250104118	1735.71428571429	0	0	0	0	0	0	1735.71428571429	35.7142857142857	7.14285714285714	0	0	0	0	12	1	6	5	32	8	0	0	0	0	14	0	0	0	0	1	2
75	8	4	4	14	.0404984423676012	11	001500	4	1466	1423	5864	5692	1265	145	23	60	98	268	11	62	167	269	370	221	19	.25	3261.82166427	660708.171509	110010015004	201	0	1.63	74.21	21.81	49.32	50.68	24.97	0	-1.06	1.54	0	0	0	0	0	0	0	0	0	0	85	164	0	0	9	6	0	0	605	0	0	0	26	0	0	0	.0497953615279673	0	0	0	93.6934982498842	916	0	0	0	0	0	0	916	28	0	0	0	0	0	7	0	3	3	18	11	0	0	0	0	1	0	0	0	0	0	1
76	41	41	107	104	.025830258302583	11	001701	5	1148	1055	11480	10550	155	848	24	103	56	160	59	119	183	212	206	153	27	.1	2089.21244901	256972.44951	110010017015	401	4.4	12.1	56.22	6.05	47.39	52.61	18.82	12.73	-.34	.19	5	0	0	0	0	0	0	0	0	0	102	183	28	1	106	41	4	3	252	0	0	0	7	0	0	0	.155052264808362	2	.5	1	246.849205267385	1130	0	0	0	0	0	0	1130	60	50	0	6	3	4	20	8	15	54	211	48	0	0	0	0	55	3	2	2	4	24	32
77	54	47	177	159	.06553911205074	11	001702	1	1065	1051	6656.3	6568.8	249	716	15	59	52	133	35	120	187	175	218	145	18	.16	2960.35533711	420660.758497	110010017021	401	8.02	4.12	68.48	9.15	47.79	52.21	17.37	0	-.35	.89	8	0	0	1	2	1	2	0	1	0	207	249	14	0	168	50	2	3	403	15	0	1	31	0	0	.0422832980972516	.145539906103286	.5	0	1	322.419922918819	1562.5	12.5	6.25	0	6.25	12.5	0	1562.5	87.5	50	0	3	1	2	26	10	20	92	336	75	0	0	12.5	0	117	2	3	4	2	18	9
78	25	6	42	43	.0628930817610063	11	001701	6	560	664	14000	16600	70	458	8	25	21	72	20	55	91	102	121	78	15	.04	1398.24473461	106921.933792	110010017016	401	13.08	7.69	57.81	11.06	47.32	52.68	16.61	0	-.12	.25	0	0	0	0	0	0	0	0	0	0	86	109	6	0	42	16	2	3	136	0	2	0	10	0	0	.0125786163522013	.133928571428571	0	0	0	197.49429299172	1500	0	0	0	0	0	0	1500	100	0	0	0	0	0	4	3	6	21	85	16	0	0	0	0	49	4	2	2	4	8	3
